Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price
Oakwood Hardware Food & Drink,"Gastropubs, Salad, Soup",Gastropubs,,4.0,"337 Oakwood Avenue, Toronto",43.6862185521566,-79.4381985948438,56,2816.8381571774003,+14166589898,False,$$
Toronto Pho,Vietnamese,,Vietnamese,3.5,"2473 Dufferin Street, Toronto",43.70095,-79.45143,36,910.1125265251555,+14167822225,False,N/A
DeSotos Eatery,Gastropubs,Gastropubs,,4.0,"1079 St Clair Avenue West, Toronto",43.6786263,-79.4396588,84,3444.179502140112,+14166512109,False,$$
Nozomi Fusion Kitchen,"Asian Fusion, Burgers, Poke",Burgers,Asian Fusion,4.5,"3415 Bathurst Street, Toronto",43.7270499,-79.4312769,23,3368.2001775066633,+16476764841,False,$$
Yu Seafood,"Desserts, Seafood, Dumplings","Desserts, Seafood",,4.0,"3401 Dufferin Street, Toronto",43.7248159,-79.4569045,75,2269.275816612801,+14166133618,False,N/A
Francobollo Posto Italino,Italian,,Italian,4.0,"1959 Avenue Road, Toronto",43.734442,-79.419466,41,4624.3895663595185,+14164813888,False,$$$$
Mercado Negro,"Tapas/Small Plates, Cafes, Sandwiches","Cafes, Sandwiches",,4.5,"682 Caledonia Road, Toronto",43.69693305385846,-79.4635275308586,32,981.5288078912247,+16477481370,False,N/A
Atomic 10,Mexican,,Mexican,4.5,"145 Lauder Ave, Toronto",43.67849,-79.43952,33,3469.5232954935186,+16479068107,False,N/A
Krystos Modern Greek Cuisine,"Greek, Mediterranean",,"Greek, Mediterranean",3.5,"3200 Dufferin Street, Toronto",43.718781,-79.456204,89,1518.3739086741139,+14169018283,False,$$
Azarias,"Canadian (New), Beer, Wine & Spirits","Beer, Wine & Spirits",Canadian (New),4.5,"3058 Bloor Street W, Toronto",43.6469981,-79.5131954,92,4784.438808705248,+16473528448,False,$$$
Insadong,Korean,,Korean,4.5,"4941 Dundas Street W, Toronto",43.6480451,-79.5291757,96,3967.940048040199,+14167460777,False,$$
Silver Chopsticks,"Vietnamese, Thai",,"Vietnamese, Thai",4.5,"621 Dixon Road, Toronto",43.69016,-79.57594,33,2252.19713784379,+14165194735,False,N/A
Mai Bistro,"Asian Fusion, Latin American, Tapas/Small Plates",,"Asian Fusion, Latin American",4.5,"4906 Dundas W, Toronto",43.6490027,-79.5285543,99,3890.6577454380117,+16473433130,False,$$
Zeal Burgers,Burgers,Burgers,,4.5,"1926 Weston Road, Toronto",43.7002764,-79.5170776,136,3606.244325786226,+16473523933,False,$$
Chop Steakhouse & Bar,"Steakhouses, Seafood, Lounges","Steakhouses, Seafood",,4.0,"801 Dixon Road, Etobicoke",43.686714,-79.587906,214,3096.3599868855445,+14166747500,False,$$$
St James's Gate Toronto,"Irish, Pubs, Beer, Wine & Spirits","Pubs, Beer, Wine & Spirits",Irish,4.0,"5140 Dundas St W, Toronto",43.64389,-79.53359,80,4238.1926045756545,+16473505140,False,$$
Sushi-Ya Japan,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"621 Dixon Road, Etobicoke",43.69016,-79.57594,210,2252.19713784379,+14162499666,False,$$
Route 401 Diner,"Diners, American, Breakfast & Brunch",,American,4.5,"2 Ronson Drive, Toronto",43.700974,-79.562474,59,2520.788337533899,+14162477836,False,$
Sushi Run,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.5,"3351 Bloor Street W, Toronto",43.6449013798499,-79.5218626321943,118,4557.359677189875,+14162379900,False,$$
Bonimi,"Cafes, Modern European, Barbeque","Cafes, Barbeque",Modern European,4.5,"3319 Bloor Street  W, Toronto",43.64513,-79.52041,46,4595.2176114584845,+14168471188,False,$$
Xawaash,"Middle Eastern, Mediterranean",,"Middle Eastern, Mediterranean",4.0,"130 Queens Plate Drive, Toronto",43.71548,-79.5931,154,5155.136735328665,+14167477222,False,$$
P & M Restaurant,Greek,,Greek,4.5,"1946 Weston Road, Toronto",43.70047,-79.5180893,48,3579.5672751897205,+14162413838,False,$$
Lan Sushi,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.0,"35 - 1500 Royal York Road, Toronto",43.69162,-79.5318099,78,2186.9089866781314,+16473491244,False,$$
Plan B,South African,,South African,5.0,"2943A Bloor Street W, Toronto",43.64798362411009,-79.50753974873805,36,5015.4947502748455,+14162314444,False,N/A
Souvlaki Hut Greek Taverna,Greek,,Greek,4.5,"3080 Bloor Street W, Toronto",43.6469190191684,-79.514306858182,35,4733.342916021242,+14162332090,False,$$
Ikkoi,"Sushi Bars, Ramen",Sushi Bars,,4.5,"5084 Dundas St W, Toronto",43.6452331117038,-79.5325079932809,25,4131.2573772131545,+14162332727,False,N/A
Olio,Mediterranean,,Mediterranean,4.0,"801 Dixon Road, Toronto",43.6870734407118,-79.5868089089997,57,2919.4852360065393,+14162137504,False,$$
Gohyang Restaurant + Bar,"Sushi Bars, Dim Sum",Sushi Bars,,4.5,"5096 Dundas Street W, Toronto",43.6448126,-79.5325459,24,4156.116224354496,+14162316660,False,$$
Golden Asian Cuisine,"Asian Fusion, Hakka",,Asian Fusion,4.0,"123 Rexdale Blvd, Toronto",43.71138,-79.5652008,37,3745.292044020841,+14167495898,False,$$
Vibo Restaurant,"Italian, Canadian (New)",,"Italian, Canadian (New)",4.0,"2995 Bloor Street W, Etobicoke",43.64741,-79.50991,58,4927.174252160288,+14162391286,False,$$
Istar Restaurant,"African, Party Supplies",,African,4.5,"235 Dixon Road, Etobicoke",43.69668,-79.54387,27,2054.0467380276805,+14162475624,False,$$
Toji Sushi,Sushi Bars,Sushi Bars,,4.0,"5088 Dundas St W, Toronto",43.6451,-79.53247,54,4128.455114728871,+16473488654,False,$$
Toast On Bloor,"Cocktail Bars, Breakfast & Brunch",Cocktail Bars,,4.5,"3317 Bloor Street W, Toronto",43.64516,-79.52029,17,4595.331229256056,+14166025568,False,N/A
Porta Via,"Sandwiches, Salad, Soup",Sandwiches,,4.5,"5399 Eglinton Avenue West, Toronto",43.66303,-79.589617,47,3542.5774028826004,+14166226842,False,$$
Moxies,"Canadian (New), Steakhouses, Lounges",Steakhouses,Canadian (New),3.5,"55 Reading Court, Etobicoke",43.68984430815649,-79.5906327197464,122,3308.3717139632536,+14167986788,False,$$
Parma Pizza,Pizza,Pizza,,4.5,"716 Scarlett Road, Toronto",43.6955833,-79.5204697,25,3077.0261219022786,+14162419888,False,$
SpiceBros,Indian,,Indian,4.5,"3353 Bloor St W, Toronto",43.64482154731185,-79.5219817,19,4559.799938980142,+14165513008,False,N/A
Mushkaki's,"African, Burgers, Sandwiches","Burgers, Sandwiches",African,4.0,"145 Rexdale Boulevard, Toronto",43.7111454,-79.5677166,44,3725.5082322666285,+14167476874,False,$
Mrakovic Meat & Deli,"Specialty Food, Modern European",,Modern European,4.5,"44 Wellesworth Dr, Etobicoke",43.66682,-79.57846,22,2576.358944796866,+14166957396,False,$$
Momiji Sushi Bar and Grill,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.0,"2955 Bloor Street W, Etobicoke",43.64779,-79.50851,93,4986.939996536756,+14162322320,False,$$
Taste of Thailand Cuisine,Thai,,Thai,3.5,"5310 Dundas Street W, Etobicoke",43.63592,-79.54065,99,4931.870425898047,+14162392824,False,$$
Table 21 Kitchen & Wine Bar,"Canadian (New), Wine Bars",Wine Bars,Canadian (New),4.0,"2956 Bloor Street W, Toronto",43.648158546322,-79.5084975176396,22,4947.080369187588,+14162362867,False,$$
Jack Astor's Bar and Grill,"Sports Bars, Burgers, Canadian (New)","Sports Bars, Burgers",Canadian (New),3.5,"25 Carlson Court, Etobicoke",43.68932989,-79.58430376,100,2813.4839266520307,+14162131688,False,$$
Makimono,Sushi Bars,Sushi Bars,,2.5,"634 Dixon Road, Toronto",43.690907898267,-79.5755647840076,93,2273.579826542487,+14162486666,False,$$
Montesanto Bakery,"Bakeries, Delicatessen, Cafes",Cafes,,4.5,"5 Lavington Drive, Etobicoke",43.69031,-79.56177,13,1418.8029016536473,+14162480606,False,$
Martingrove Fish & Chips,Seafood,Seafood,,4.5,"5 Lavington Drive, Etobicoke",43.6903099,-79.56177,28,1418.8029016536473,+14162447630,False,$
Campo de Fiori Restaurant,Italian,,Italian,4.5,"3317 Bloor Street W, Toronto",43.64516,-79.52029,6,4595.331229256056,+16473448509,False,$$
Harry's Steak House,Steakhouses,Steakhouses,,4.5,"3277 Bloor Street W, Toronto",43.645573939964,-79.5185613820938,19,4642.8450840207715,+14165515864,False,N/A
John's Fish & Chips,"Seafood, Fish & Chips, Greek",Seafood,Greek,4.0,"5090 Dundas Street W, Etobicoke",43.6450699,-79.5325,27,4144.747237371154,+14162313474,False,$$
Pho Con Bo,"Vietnamese, Chinese",,"Vietnamese, Chinese",4.0,"1625 Wilson Avenue, North York",43.7199466,-79.5125902,102,5497.676634232434,+14162495611,False,$
Alijandro's Kitchen,"Middle Eastern, Mexican, Food Trucks",,"Middle Eastern, Mexican",4.0,"4070 Living Arts Drive, Mississauga",43.5877141400083,-79.6449038380981,44,12661.191468042824,+19052322545,False,$$
SORSI  E  MORSI,Italian,,Italian,4.0,"4900  DUNDAS STREET WEST, ETOBICOKE",43.64924,-79.52861,14,3864.6268789242768,+14162322250,False,$$$
Tokami sushi,Sushi Bars,Sushi Bars,,5.0,"3858 Bloor Street W, Toronto",43.641236140444,-79.5393536612392,12,4386.171582574867,+16473502288,False,N/A
Milestones,"Canadian (New), Comfort Food, Bars",Bars,Canadian (New),3.0,"646 Dixon Rd, Etobicoke",43.6908,-79.5763599,56,2324.671051054199,+14162456262,False,$$
Ali Baba's Restaurant,"Mediterranean, Middle Eastern",,"Mediterranean, Middle Eastern",4.0,"229 Rexdale Boulevard, Toronto",43.7126504,-79.5759965,23,4149.964990144519,+14167493849,False,$$
Scaddabush,"Desserts, Italian, Salad",Desserts,Italian,4.5,"25 Carlson Court, Etobicoke",43.68954177989137,-79.5844033547843,14,2829.9895282640573,+14162131162,False,N/A
State & Main Kitchen & Bar,"Bars, American",Bars,American,3.5,"396 The East Mall, Etobicoke",43.6459464,-79.5600449,44,3819.507219210522,+14166260395,False,$$
Espresso Bakery & Deli,"Bakeries, Italian, Sandwiches",Sandwiches,Italian,4.5,"4980 Dundas Street W, Toronto",43.647337,-79.5304708,15,3984.2712212919027,+14162363183,False,$
Grill Gate,"Canadian (New), Burgers, Sandwiches","Burgers, Sandwiches",Canadian (New),4.5,"832 Sheppard Avenue W, Toronto",43.75315,-79.45165,151,3568.3494675354295,+14166311167,False,$$
Best Istanbul Restaurant,Turkish,,,4.0,"2762 Keele Street, Toronto",43.7267230644174,-79.4821719825268,65,1124.6610351495124,+16477486363,False,$$
Smoke 'N' Roti,Caribbean,,Caribbean,4.0,"3320 Keele Street, Toronto",43.7444115,-79.4864724,22,969.7180776363941,+14166337171,False,N/A
Euro Shawarma,Turkish,,,4.0,"2706 Keele Street, Toronto",43.7257250990706,-79.4820323752712,69,1228.3577683864899,+14162459888,False,$
Meat Point,Turkish,,,4.0,"1021 Wilson Ave, Toronto",43.72768,-79.47869,72,1199.7125776594678,+14166386721,False,N/A
Mustafa Turkish Pizza,Turkish,,,4.0,"866 Wilson Avenue, Toronto",43.73057,-79.46799,150,1755.4601778000956,+14166310300,False,$$
Kin Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.5,"7-1150 Sheppard Avenue W, Toronto",43.754331,-79.468544,43,2642.8306524409118,+14163982666,False,N/A
Chanchitos Latin Flavours,Latin American,,Latin American,4.0,"Downsview Merchant Market, North York",43.7355379758852,-79.4889730587602,1,14.615141128093315,+14165592179,False,N/A
Get & Go Burrito,Mexican,,Mexican,3.5,"1077 Wilson Avenue, Toronto",43.726656,-79.480365,50,1206.6919817958487,+14169168750,False,$$
Hung Long Restaurant,"Vietnamese, Malaysian, Thai",,"Vietnamese, Malaysian, Thai",4.0,"1122 Wilson Avenue, Toronto",43.7264649,-79.4835299,67,1089.9780356314182,+14163982121,False,$
Amigos Latin Flavour,"Mexican, Sandwiches",Sandwiches,Mexican,4.0,"1291 Wilson Ave, Toronto",43.72376,-79.49382,36,1390.789683872302,+14167923273,False,$
Le Montmartre French Restaurant,French,,French,4.0,"911 Sheppard Avenue W, Toronto",43.75121,-79.4574,49,3086.2019133367507,+14166303804,False,$$$
Mang Mar's Chicharon,Filipino,,Filipino,5.0,"2885 Keele Street, Toronto",43.7336807825344,-79.4834593437452,7,482.4019292244965,+14169016368,False,N/A
Mastro Ristorante Italiano,Italian,,Italian,4.0,"890 Wilson Avenue, North York",43.7304699,-79.46878,16,1710.948171037758,+14166368194,False,$$
Pho Co Duong,Vietnamese,,Vietnamese,4.5,"854 Sheppard Ave W, Toronto",43.75277,-79.45278,24,3466.6371991741353,+14166300481,False,$$
Sofra Istanbul,"Mediterranean, Turkish",,Mediterranean,4.0,"3330 Steeles Avenue W, Vaughan",43.77402,-79.53148,126,5470.881728071049,+19055320054,False,$$
Buzz Buzz Pizza,Pizza,Pizza,,4.0,"822 Wilson Avenue, North York",43.73098,-79.46678,33,1844.1429267941376,+14166307777,False,$
La Campagna Italian Eatery,Italian,,Italian,4.5,"3330 Steeles Avenue West, Vaughan",43.7738304792257,-79.5316527945044,38,5466.419341609405,+19057380028,False,$$
Lucky Wok Restaurants,"Chinese, Imported Food",,Chinese,4.5,"728 Wilson Avenue, North York",43.73163,-79.46371,10,2068.924447539864,+14166358245,False,$
Bamiyan Kabob,Afghan,,,4.0,"4205 Keele St, Toronto",43.77361,-79.4920999,87,4256.885082480203,+14166500111,False,$$
Cafe Landwer - Yorkdale,Cafes,Cafes,,4.0,"3401 Dufferin Street, North York",43.725616,-79.452205,37,3330.6155178451268,+14164109599,False,N/A
Doner G,Turkish,,,4.5,"879 Wilson Ave, North York,",43.73046828949857,-79.4663674,27,1893.5400255471948,+16476873602,False,N/A
Lac Vien Vietnamese Restaurant,Vietnamese,,Vietnamese,3.5,"141 Cartwright Avenue, North York",43.72125,-79.46868,71,2299.533343010254,+16473447933,False,$
Red & White Shawarma,"Middle Eastern, Mediterranean, Greek",,"Middle Eastern, Mediterranean, Greek",4.5,"1635 Lawrence Avenue W, Toronto",43.70463,-79.4921899,16,3411.3347971314565,+14162460444,False,$$
Downsview Restaurant,"Seafood, Breakfast & Brunch",Seafood,,4.5,"2865 Keele Street, North York",43.73275,-79.48303,10,560.7195537727387,+14166331350,False,N/A
Costa Verde BBQ Chicken,"Portuguese, Barbeque",Barbeque,,3.0,"2762 Keele Street, Toronto",43.7271004,-79.4825287,21,1062.8728310584129,+14166535629,False,$$
Mr Jerk,Caribbean,,Caribbean,4.5,"1347a Lawrence Avenue W, North York",43.7092699,-79.47557,22,3200.3860164177004,+14162488609,False,$
Mama's Tofu,"Vietnamese, Vegan",,Vietnamese,4.5,"1635 Lawrence Avenue W, Toronto",43.70463,-79.4921899,26,3411.3347971314565,+16473528738,False,$
Cali Mexican Grill,Mexican,,Mexican,4.0,"3250 Dufferin Street, Toronto",43.72017,-79.4562,43,3120.701913695263,+14166036800,False,$
Pho Son,Vietnamese,,Vietnamese,4.0,"2319 Keele Street, Toronto",43.70483,-79.47679,37,3547.8227663787534,+14169013437,False,$
Pho Mi Viet Hoa,Vietnamese,,Vietnamese,4.0,"2887 Jane Street, North York",43.75208945309761,-79.5154934,69,2818.053558665191,+16474353251,False,$
Bingz Crispy Burger,"Chinese, Burgers, Fast Food","Burgers, Fast Food",Chinese,4.5,"3401 Dufferin Street, Toronto",43.72584641785287,-79.45167590317097,10,3176.9865987347584,+14378805524,False,N/A
Pho Cuu Long Mien Tay,Vietnamese,,Vietnamese,3.5,"2522 Jane Street, North York",43.7396490578834,-79.5143427327275,60,2098.0394270778793,+16475260006,False,$
California Sandwiches,Sandwiches,Sandwiches,,3.5,"3701 Chesswood Drive, North York",43.75597,-79.47396,59,2567.497822246449,+14166363200,False,$$
Nguyên Huong,"Vietnamese, Sandwiches",Sandwiches,Vietnamese,4.5,"1625 Wilson Avenue, Toronto",43.719893111756,-79.5122339644181,13,2567.9560992468414,+14162418788,False,$
El Jefe De Pollo,"Fast Food, Sandwiches, Chicken Wings","Fast Food, Sandwiches",,4.5,"45 Four Winds Drive, North York",43.7632339,-79.4991241,26,3179.9292013847207,+19059043025,False,N/A
Suliko Restaurant,"Russian, Modern European",,Modern European,4.0,"1311 Alness Street, Concord",43.7859117,-79.4828488,155,4299.804702883536,+19057601989,False,$$
Genji Sushi,Japanese,,Japanese,4.0,"2899 Steeles Avenue W, North York",43.78141,-79.49165,87,3887.52254895393,+14166670867,False,$$
Raj Mahal Indian Cuisine,"Indian, Kebab",,Indian,4.5,"1881 Steeles Avenue W, Toronto",43.7873889,-79.4687563,41,4483.65140409354,+16477484040,False,N/A
Royal Jade,"Hakka, Thai",,Thai,4.0,"2100 Steeles Avenue W, Vaughan",43.78318,-79.489917,76,4038.4009696434405,+19056695233,False,$$
Fresh Burger,Burgers,Burgers,,4.5,"1881 Steeles Avenue West, Toronto",43.7873889,-79.4687563,32,4483.65140409354,+16473518030,False,N/A
Orly Restaurant & Grill,"Middle Eastern, Sandwiches, Mediterranean",Sandwiches,"Middle Eastern, Mediterranean",4.0,"660 Sheppard Avenue W, North York",43.7551,-79.44211,76,3368.855458061593,+14166337700,False,$
Sandra's Italian Kitchen,Italian,,Italian,4.5,"2899 Steeles Avenue W, Toronto",43.7814102,-79.4916534,23,3887.52254895393,+14166651999,False,$$
Sunnyside Grill,Breakfast & Brunch,,,4.5,"Unit 2 2777 Steeles Avenue W, Toronto",43.7821307237878,-79.490443685934,25,3929.5016804737947,+14166670190,False,$
Wolfies,"Delis, Sandwiches, Coffee & Tea","Sandwiches, Coffee & Tea",,4.5,"670 Sheppard Avenue W, North York",43.75503,-79.44243,51,3338.1478140425943,+14166389653,False,$$
The 5th Taste Sushi Restaurant,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"362 Wilson Avenue, North York",43.73678,-79.43855,43,3726.1422545066866,+16473509188,False,$$
Thai Bamboo,Thai,,Thai,4.0,"2150 Steeles Ave W, Vaughan",43.78302,-79.49127,128,4014.327080402553,+19057617598,False,$$
Downsview Park Merchants Market,"Farmers Market, Flea Markets, Food Court",,,3.5,"40 Carl Hall Road, North York",43.7496488,-79.4779516,22,462.6537693901193,+14166382525,False,$
Chicken Place,"Soup, Barbeque, Sandwiches","Barbeque, Sandwiches",,4.5,"586 Champagne Drive, Toronto",43.7644938,-79.4763179,19,2021.0865816684752,+14166305000,False,$$
Los Gyros,Mexican,,Mexican,4.5,"816 Sheppard Avenue W, Toronto",43.753289,-79.450842,19,2641.3266388286397,+16472426697,False,N/A
PHO NON LA,Vietnamese,,Vietnamese,4.5,"1881 Steeles Avenue W, Toronto",43.7873567,-79.4689617,13,4483.65140409354,+14166638889,False,N/A
Cuscatlan Latin American Cuisine,Salvadoran,,,4.0,"3232 Steeles Avenue W, Toronto",43.775139535233,-79.5258289433672,25,4652.542758643668,+19055970085,False,$$
Moxies,"Canadian (New), Steakhouses, Lounges",Steakhouses,Canadian (New),3.0,"3401 Dufferin Street, Toronto",43.726654421849,-79.4516359374039,152,3383.7601376258326,+14167877600,False,$$
The Pickle Barrel,"Canadian (New), Tapas/Small Plates, American",,"Canadian (New), American",2.5,"1 Yorkdale Road, Toronto",43.726196379117816,-79.4542952019293,212,3265.9763376152464,+14167858881,False,$$
Pho Huong Trang,Vietnamese,,Vietnamese,3.5,"3370 Keele St, North York",43.74609894052329,-79.48745199301499,30,406.1054818508244,+14166381480,False,$
STACK,Barbeque,Barbeque,,4.0,"3265 Yonge Street, Toronto",43.72929,-79.4029599,334,3104.8767844374365,+16473461416,False,$$
Grazie Ristorante,Italian,,Italian,4.0,"2373 Yonge Street, Toronto",43.70934,-79.39852,509,2727.8255166304857,+14164880822,False,$$
Auberge du Pommier,French,,French,4.0,"4150 Yonge Street, Toronto",43.7468226,-79.4077734,406,4421.9423479184925,+14162222220,False,$$$$
Pai Northern Thai Kitchen,Thai,,Thai,4.0,"2335 Yonge Street, Toronto",43.70864,-79.39828,156,2771.0015036341933,+14169014724,False,N/A
Zezafoun Syrian Cuisine,"Syrian, Middle Eastern, Arabic",,Middle Eastern,4.5,"4 Manor Road E, Toronto",43.70267,-79.39712,119,3005.917926280713,+14163227707,False,$$
Yukashi Japanese Cuisine,Japanese,,Japanese,4.5,"643A Mount Pleasant Road, Toronto",43.7049499,-79.3884999,50,3599.5368623218724,+14164896993,False,$$$$
Phat Kaphrao,Thai,,Thai,4.5,"3016B Bathurst Street, Toronto",43.7179405382064,-79.4297083094716,41,771.8502889991024,+14167894085,False,N/A
Bolan Thai Cuisine,"Thai, Desserts, Noodles",Desserts,Thai,4.0,"709 Mount Pleasant Road, Toronto",43.7064805631774,-79.3893363699317,105,3512.67486234958,+16473441233,False,$$
7 Numbers Restaurant,Italian,,Italian,4.0,"516 Eglinton Avenue W, Toronto",43.7037199,-79.4137,118,1737.7985074109288,+14163225183,False,$$
El Pocho Antojitos Bar,"Bars, Breakfast & Brunch, Mexican",Bars,Mexican,4.5,"2 Follis Avenue, Toronto",43.66963,-79.41338,84,4880.67187270339,+14165518131,False,$$
Tabule Restaurant,"Middle Eastern, Vegan, Vegetarian",,Middle Eastern,4.0,"2009 Yonge Street, Toronto",43.700983,-79.396863,290,3087.84624390718,+14164833747,False,$$
Hokkaido Ramen Santouka,Ramen,,,4.5,"2057 Yonge St, Toronto",43.7021299,-79.39708,61,3023.4030220343766,+16473511163,False,$$
Maker Pizza,Pizza,Pizza,,4.0,"1537 Avenue Road, Toronto",43.722988,-79.415293,114,1900.786717416802,+14167822000,False,$$
Napoli Centrale,"Italian, Pizza",Pizza,Italian,4.5,"964 Bathurst Street, Toronto",43.6695182,-79.4129745,64,4905.132874278911,+14169016791,False,$$
